Make,Model,Year,Price,Mileage,Body Type,Location,Anomaly_Score,Is_Anomaly
bmw,x5,2010,103427,255347,SUV,Dubai,0.19386350344036746,False
toyota,land-cruiser,2010,281970,207596,SUV,Dubai,0.18048527218454352,False
toyota,hiace,2017,44369,289359,Van,Dubai,0.15608782683112365,False
peugeot,208,2023,12773,16393,Hatchback,Ajman,0.10709104285510529,False
land-rover,range-rover,2020,192824,12633,SUV,Dubai,0.12837589643899838,False
cadillac,srx,2016,45377,211315,SUV,Abu Dhabi,0.20885527377418056,False
mercedes-benz,e-class,2016,53142,290160,Sedan,Dubai,0.167594761713458,False
jeep,grand-cherokee,2011,78427,202693,SUV,Dubai,0.20743351415189498,False
maserati,quattroporte,2021,263287,40901,Sedan,Abu Dhabi,0.034977129487927194,False
infiniti,q70,2024,60696,184117,Sedan,Dubai,0.16714148293640568,False
mercedes-benz,s-class,2010,846280,145171,Sedan,Dubai,0.11021160765719873,False
renault,duster,2011,37694,136163,Crossover,Dubai,0.20123573795983835,False
gmc,yukon,2011,358714,49074,SUV,Dubai,0.1485284956314495,False
mercedes-benz,gle-coupe,2010,288050,19515,SUV,Dubai,0.131126386803737,False
mazda,3,2010,44687,130959,Sedan,Dubai,0.19740401808946284,False
mercedes-benz,s-class,2019,612080,199633,Sedan,Dubai,0.11366471648255294,False
mini,cooper,2005,124270,147874,Hatchback,Dubai,0.15065111169739948,False
mercedes-benz,g-class,2017,692802,117037,SUV,Al Ain,0.12839257297424478,False
land-rover,defender,2017,700871,46279,SUV,Dubai,0.11036377108697237,False
maserati,quattroporte,2005,34371,212392,Sedan,Dubai,0.0249081650422337,False
ford,explorer,2006,62322,86595,SUV,Dubai,0.17946001561088826,False
ford,focus,2017,37240,95100,Sedan,Dubai,0.19955091958218374,False
toyota,fortuner,2011,74488,158229,SUV,Sharjah,0.20462527009932058,False
ford,f-series-pickup,2008,164728,148383,Utility Truck,Sharjah,0.19255498926339532,False
land-rover,range-rover,2021,126881,131652,SUV,Dubai,0.18430880436620395,False
mercedes-benz,c-class,2022,164122,252075,Coupe,Dubai,0.15316263822938647,False
honda,accord,2006,26818,216271,Sedan,Dubai,0.15417441422740613,False
lamborghini,urus,2007,1629280,72899,SUV,Dubai,-0.018983893984149125,True
mercedes-benz,s-class,2020,31985,241297,Sedan,Dubai,0.18673291712365253,False
jaguar,f-type,2016,237270,20651,Soft Top Convertible,Dubai,0.14532316358616315,False
land-rover,lr2,2007,24802,222509,SUV,Dubai,0.17534240724170852,False
ford,explorer,2011,155659,204549,SUV,Abu Dhabi,0.18060686666338188,False
ford,edge,2005,29763,77508,SUV,Dubai,0.15746515143121237,False
nissan,kicks,2011,46337,203014,SUV,Dubai,0.1977669048759555,False
alfa-romeo,156159,2007,93845,233123,Sedan,Dubai,0.1875138606423743,False
nissan,x-trail,2017,91972,206458,SUV,Dubai,0.1982776259437622,False
ford,taurus,2013,27344,262001,Sedan,Dubai,0.18727504675603912,False
ford,mustang,2016,26957,53123,Coupe,Abu Dhabi,0.19363710008758872,False
chevrolet,corvette,2014,193243,113380,Coupe,Abu Dhabi,0.18901917797081347,False
honda,accord,2010,78491,72935,Sedan,Dubai,0.19760309241855528,False
mercedes-benz,e-class,2023,101114,221534,Sedan,Dubai,0.1764133495777826,False
porsche,macan,2011,164878,247676,SUV,Dubai,0.04851261810349494,False
bmw,7-series,2014,325291,94275,Sedan,Dubai,0.06758657855876937,False
mitsubishi,canter,2005,85679,22053,Van,Sharjah,0.11421841773943464,False
mercedes-benz,e-class,2024,449746,70852,Coupe,Dubai,0.06176738686930061,False
nissan,sunny,2014,15799,214136,Sedan,Sharjah,0.18661876283428458,False
nissan,navara,2022,35094,14561,Other,Sharjah,0.13204461089439534,False
chevrolet,silverado,2012,138574,72461,Pick Up Truck,Dubai,0.18770316686016053,False
land-rover,range-rover-evoque,2009,93123,144967,SUV,Dubai,0.1990605507418215,False
gmc,acadia,2022,59986,99553,SUV,Dubai,0.1883923919448226,False
nissan,altima,2014,29199,65973,Sedan,Dubai,0.1971784752650853,False
bmw,7-series,2011,85555,289556,Sedan,Dubai,0.1375524882107373,False
mercedes-benz,c-class,2005,190173,180282,Sedan,Dubai,0.12882208702209308,False
nissan,patrol,2017,370069,182981,SUV,Dubai,0.17079816308284684,False
chevrolet,impala,2022,35857,204815,Sedan,Dubai,0.18266152227392057,False
mercedes-benz,c-class,2022,38682,16269,Sedan,Dubai,0.15330464047558667,False
mercedes-benz,gt,2012,1946616,260811,Coupe,Dubai,-0.0019652743163324216,True
nissan,altima,2022,39129,126860,Sedan,Dubai,0.17292062516320678,False
toyota,rush,2017,57125,102311,SUV,Dubai,0.20056826278741746,False
mercedes-benz,amg,2022,334809,254075,Sedan,Ajman,0.029440919999216386,False
mini,countryman,2006,93337,156964,Hatchback,Dubai,0.1678422049471074,False
ford,explorer,2022,55480,59377,SUV,Abu Dhabi,0.17739721971092454,False
porsche,carrera,2007,766722,110610,Coupe,Dubai,0.014041072712981273,False
toyota,fortuner,2011,62214,249260,SUV,Dubai,0.18749924777418958,False
mercedes-benz,s-class,2019,893110,253681,Sedan,Dubai,0.0870720977436068,False
bmw,1-series,2020,84685,281703,Hatchback,Dubai,0.15652082409235651,False
audi,a3,2008,79798,257136,Sedan,Dubai,0.17259751876576085,False
toyota,land-cruiser,2012,226045,213748,SUV,Abu Dhabi,0.1769323562430558,False
rolls-royce,dawn,2007,2470177,109465,Soft Top Convertible,Dubai,-0.07509145104678894,True
audi,s8,2010,498768,49574,Sedan,Abu Dhabi,0.12538186452624955,False
mercedes-benz,glc,2008,171490,35958,SUV,Sharjah,0.14148071182497773,False
toyota,corolla,2023,43942,77260,Sedan,Sharjah,0.16301689792672847,False
bmw,1-series,2006,66040,87413,Hatchback,Dubai,0.16685092506168414,False
nissan,patrol,2012,90603,112785,SUV,Sharjah,0.18907737147326287,False
toyota,prado,2023,84418,97067,SUV,Abu Dhabi,0.16232325426329003,False
nissan,patrol,2010,240285,28720,SUV,Dubai,0.15974618399990825,False
gmc,sierra,2017,153750,142353,Pick Up Truck,Abu Dhabi,0.1965676657341009,False
mercedes-benz,s-class,2022,192327,116322,Sedan,Dubai,0.16973820412670587,False
dodge,charger,2014,29417,21596,Sedan,Abu Dhabi,0.15312209287677547,False
mercedes-benz,g-class,2015,823817,190670,SUV,Dubai,0.1194085132968511,False
ford,mustang,2009,99537,108186,Sports Car,Dubai,0.18043376025411756,False
nissan,patrol,2023,152233,294639,SUV,Dubai,0.12927115240590548,False
bmw,5-series,2005,57547,222659,Sedan,Dubai,0.15869638065731423,False
volkswagen,polo,2008,16629,165977,Sedan,Dubai,0.1760484282179523,False
bmw,x5,2008,188107,137352,SUV,Dubai,0.1738364296832164,False
honda,civic,2024,28194,42302,Sedan,Dubai,0.12086847639442877,False
nissan,navara,2005,41099,21656,Pick Up Truck,Dubai,0.11491100848503255,False
renault,dokker,2007,29067,173990,Soft Top Convertible,Ajman,0.17463672754428305,False
bentley,continental-flying-spur,2021,1403310,60051,Sedan,Dubai,-0.0457312869298121,True
ford,f-series-pickup,2006,335126,259908,Utility Truck,Sharjah,0.12437107569531469,False
lamborghini,urus,2015,2116461,241147,SUV,Dubai,-0.03386663653264965,True
toyota,camry,2008,163487,223190,Sedan,Dubai,0.16443582853475158,False
aston-martin,vantage,2020,165020,251284,Coupe,Dubai,0.03686067415823213,False
infiniti,fx50,2016,39842,106083,SUV,Dubai,0.1889910465510835,False
tesla,model-y,2020,280730,267641,Coupe,Dubai,0.12080955701895058,False
nissan,patrol,2019,401633,53643,SUV,Abu Dhabi,0.1454808869316479,False
dodge,durango,2015,49709,69101,SUV,Dubai,0.2103755128076093,False
mercedes-benz,g-class,2008,1057009,235125,SUV,Dubai,0.06708141974360504,False
nissan,altima,2011,66978,12740,Sedan,Sharjah,0.15653111282776783,False
bentley,continental,2011,143771,130614,Coupe,Abu Dhabi,-0.007112953922258969,True
toyota,fj-cruiser,2006,62926,135379,SUV,Dubai,0.1790730082458062,False
bmw,7-series,2019,53318,73404,Sedan,Dubai,0.2040425110984288,False
bmw,x4,2006,340471,275869,SUV,Dubai,0.08102133955574597,False
porsche,carrera,2012,128863,14081,Coupe,Abu Dhabi,0.03572414918138589,False
toyota,camry,2021,52709,76286,Sedan,Sharjah,0.17866973908583217,False
bentley,continental,2020,322696,247577,Coupe,Dubai,0.03311046973141696,False
ford,figo,2008,26370,184196,Sedan,Dubai,0.18598498308874717,False
mercedes-benz,s-class,2017,629588,155022,Sedan,Dubai,0.12089793915996505,False
mercedes-benz,g-class,2013,624407,45002,SUV,Dubai,0.12219642281929843,False
mercedes-benz,m-class,2023,26985,270898,SUV,Dubai,0.12382266893948635,False
jeep,grand-cherokee,2008,106376,129591,SUV,Dubai,0.1766840654150651,False
cadillac,escalade,2022,205325,123932,SUV,Dubai,0.16921855040994332,False
lincoln,mkx,2016,90150,271919,SUV,Dubai,0.1905901486900587,False
chevrolet,corvette,2006,370866,38612,Coupe,Abu Dhabi,0.1028777111174185,False
volkswagen,passat,2023,18267,57942,Sedan,Abu Dhabi,0.1341982059809303,False
mercedes-benz,s-class,2018,122987,121108,Sedan,Dubai,0.1964592298738752,False
lincoln,mkz,2016,62349,244394,Sedan,Dubai,0.1957999917901998,False
audi,a8,2023,67287,68592,Sedan,Dubai,0.1483758171689606,False
maserati,granturismo,2017,121262,82376,Coupe,Dubai,0.05498545228085994,False
dodge,charger,2015,53096,138248,Sedan,Dubai,0.21345889820617586,False
honda,cr-v,2019,58682,39929,SUV,Sharjah,0.17536380544146823,False
jeep,grand-cherokee,2007,43654,298400,SUV,Dubai,0.10791560946128653,False
maserati,quattroporte,2014,32792,275126,Sedan,Dubai,0.034718520754161375,False
porsche,cayman,2016,378297,248455,Coupe,Abu Dhabi,0.03701247119293183,False
rolls-royce,cullinan,2010,1674478,157618,SUV,Dubai,-0.03548137628239245,True
bmw,6-series,2024,194880,78110,Coupe,Abu Dhabi,0.13242744747175594,False
land-rover,range-rover,2007,33597,55301,SUV,Dubai,0.14375523162964016,False
toyota,fortuner,2020,33573,222361,SUV,Dubai,0.187898849333953,False
bentley,continental-flying-spur,2017,279500,195896,Sedan,Dubai,-0.010401388783778387,True
gmc,sierra,2013,151322,56591,Pick Up Truck,Dubai,0.19516538169873887,False
toyota,fj-cruiser,2006,119415,298532,SUV,Abu Dhabi,0.12951854167676602,False
porsche,panamera,2008,172647,31782,Sedan,Dubai,0.030569140263251637,False
chevrolet,tahoe,2017,215345,239008,SUV,Dubai,0.17929128470355138,False
nissan,altima,2012,122029,263777,Sedan,Dubai,0.17509096542467373,False
mercedes-benz,e-class,2018,40765,239633,Sedan,Dubai,0.20120124802614497,False
porsche,cayenne,2020,48106,30037,SUV,Dubai,0.03149113778609791,False
hyundai,tucson,2010,71067,288809,SUV,Dubai,0.1466066781371323,False
hyundai,accent,2023,46304,130886,Sedan,Dubai,0.16832261871960202,False
mitsubishi,attrage,2022,35520,236496,Sedan,Dubai,0.12274339657588951,False
ford,mustang,2014,61923,108388,Coupe,Dubai,0.18904118456358143,False
nissan,patrol,2008,102956,283499,SUV,Dubai,0.13929734999456422,False
nissan,pathfinder,2012,41063,70582,SUV,Sharjah,0.20787763039646523,False
bmw,x4,2007,270139,55316,SUV,Dubai,0.12085148776173937,False
land-rover,discovery,2008,112852,97581,SUV,Dubai,0.18206330017475192,False
land-rover,range-rover-sport,2014,198677,193037,SUV,Dubai,0.20131626658919777,False
lexus,ls-series,2023,51622,219140,Sedan,Dubai,0.15191800751655427,False
ford,expedition,2008,33619,130203,SUV,Abu Dhabi,0.16468443600044708,False
nissan,patrol,2008,116642,63235,SUV,Abu Dhabi,0.16746175187089274,False
suzuki,kizashi,2014,33024,142781,Sedan,Abu Dhabi,0.20498729725405496,False
jaguar,xf,2023,31796,265204,Sedan,Dubai,0.15850399493116002,False
land-rover,range-rover-sport,2012,146752,253728,SUV,Dubai,0.1873082176877503,False
mercedes-benz,c-class,2023,222362,54278,Sedan,Dubai,0.13707878499849635,False
porsche,macan,2014,152578,60666,SUV,Dubai,0.05927749091620327,False
cadillac,escalade,2018,198582,103791,SUV,Al Ain,0.18594272464468187,False
hyundai,veloster,2008,45654,283334,Hatchback,Dubai,0.14968016727841416,False
toyota,camry,2022,25148,109891,Sedan,Dubai,0.16873694392821736,False
mercedes-benz,gle-coupe,2019,228615,189019,SUV,Ajman,0.17830948679639297,False
rolls-royce,phantom,2010,2556825,190584,Sedan,Dubai,-0.06912254081624836,True
lexus,rx-series,2024,184194,73024,SUV,Dubai,0.14666236664547816,False
toyota,rav-4,2018,40875,102238,SUV,Dubai,0.19843944648535838,False
mercedes-benz,cls-class,2017,437268,44343,Coupe,Dubai,0.13825571849261242,False
honda,odyssey-j,2015,45593,79907,SUV,Dubai,0.20251136333954745,False
nissan,patrol,2013,105224,271374,SUV,Dubai,0.1871096086445883,False
infiniti,qx60,2015,77623,185446,SUV,Dubai,0.21898954175766294,False
nissan,altima,2018,45633,75253,Crossover,Sharjah,0.19994225598349002,False
mercedes-benz,a-class,2012,154418,194944,Hatchback,Dubai,0.18604424616538195,False
audi,a8,2009,64433,188065,Sedan,Dubai,0.18340971788958033,False
honda,cr-v,2009,68074,78781,SUV,Dubai,0.19236425771783333,False
nissan,patrol,2019,298048,233669,SUV,Dubai,0.15193391679299784,False
toyota,land-cruiser,2016,343930,60527,SUV,Dubai,0.15439361378475808,False
land-rover,range-rover-sport,2005,632598,257888,SUV,Dubai,0.07774520287232112,False
toyota,hilux,2023,77825,72320,Pick Up Truck,Dubai,0.15949981275044794,False
lexus,ls-series,2015,34551,246747,Sedan,Dubai,0.16676692034218926,False
mercedes-benz,g-class,2011,998634,221246,SUV,Dubai,0.09047272693831254,False
rolls-royce,phantom,2013,1032536,237364,Sedan,Dubai,-0.023063066915142927,True
toyota,hilux,2007,47638,122314,Pick Up Truck,Sharjah,0.17535433565644182,False
kia,rio,2012,16350,157858,Hatchback,Dubai,0.19085255311850663,False
mitsubishi,pajero-sport,2012,98023,145860,SUV,Dubai,0.21653422120616544,False
ford,mustang,2009,140410,240735,Coupe,Dubai,0.17296463073726004,False
mercedes-benz,s-class,2006,63353,174582,Sedan,Dubai,0.1516645847258699,False
ford,f-series-pickup,2010,172608,88894,Pick Up Truck,Dubai,0.20223064619610004,False
volkswagen,id4,2021,155971,254689,Crossover,Dubai,0.1569308248293208,False
toyota,land-cruiser,2022,122404,286455,Pick Up Truck,Dubai,0.15255313820580296,False
mercedes-benz,g-class,2008,345274,163809,SUV,Dubai,0.158926201039776,False
nissan,patrol,2018,154837,238701,SUV,Dubai,0.1929792295664185,False
nissan,sunny,2022,38648,39996,Sedan,Dubai,0.14890426166196885,False
nissan,murano,2019,43657,104737,SUV,Dubai,0.20542337430539898,False
jaguar,xj-series,2018,39768,188805,Sedan,Dubai,0.1885607141670818,False
mitsubishi,pajero,2006,31694,10866,SUV,Dubai,0.13010267556228,False
mercedes-benz,sl-class,2021,138209,213741,Hard Top Convertible,Dubai,0.17250352192087604,False
jaguar,e-pace,2020,130561,282523,SUV,Dubai,0.1419789017641192,False
mercedes-benz,g-class,2007,501255,84672,SUV,Dubai,0.11493933741656914,False
porsche,carrera,2015,1251907,71953,Sports Car,Dubai,0.0025056453010666724,False
ferrari,458,2008,509858,124389,Coupe,Dubai,0.04205906463610576,False
mercedes-benz,gla,2019,87210,211662,SUV,Dubai,0.18551429286255228,False
jeep,grand-cherokee,2013,329675,72438,SUV,Dubai,0.17212360142000582,False
aston-martin,db11,2023,405841,179343,Coupe,Dubai,-0.033262701070301604,True
mercedes-benz,s-class,2018,384085,131136,Sedan,Dubai,0.16644882153169732,False
nissan,patrol,2013,234832,177458,SUV,Dubai,0.1881056351457306,False
jaguar,f-type,2018,94448,289561,Coupe,Dubai,0.17020287327023131,False
mitsubishi,lancer,2017,24907,277035,Sedan,Dubai,0.16558932944455546,False
audi,q7,2007,168993,261917,SUV,Dubai,0.16608240694988669,False
land-rover,defender,2005,202658,51648,SUV,Dubai,0.10580273395660167,False
mercedes-benz,s-class,2018,254064,99211,Sedan,Dubai,0.1830702005643156,False
maybach,other,2011,674159,281817,Sedan,Dubai,-0.03118809775290432,True
dodge,ram,2012,136526,232919,SUV,Dubai,0.18015843153762945,False
toyota,land-cruiser,2016,115911,271969,SUV,Al Ain,0.16398524893179972,False
mercedes-benz,c-class,2014,62312,102841,Sedan,Dubai,0.20506771121631012,False
aston-martin,other,2012,967574,135764,SUV,Dubai,0.04597132766210066,False
porsche,carrera,2010,489272,108820,Sports Car,Sharjah,0.0464640683041142,False
lexus,rx-series,2019,19285,52444,SUV,Dubai,0.17858560534125145,False
lincoln,navigator,2008,205446,128710,SUV,Sharjah,0.1830927775201887,False
mercedes-benz,s-class,2020,155027,69725,Sedan,Dubai,0.17559953642122467,False
toyota,sienna,2009,86430,90737,SUV,Sharjah,0.20380266452061452,False
land-rover,defender,2007,579586,121822,SUV,Dubai,0.11101427212360748,False
mercedes-benz,gl-class,2021,126555,115441,SUV,Abu Dhabi,0.1809452385881704,False
nissan,patrol,2020,165451,277888,SUV,Dubai,0.16515230289701704,False
ford,figo,2008,14235,22512,Hatchback,Dubai,0.13772600299817217,False
land-rover,range-rover-sport,2006,47548,245917,SUV,Dubai,0.13901041472986303,False
mitsubishi,canter,2010,99632,26645,Other,Dubai,0.16642574833738044,False
porsche,cayenne,2021,38039,84180,SUV,Dubai,0.037859665386392294,False
renault,captur,2021,32250,71116,SUV,Dubai,0.1732382408072406,False
peugeot,expert,2012,31476,231380,Utility Truck,Dubai,0.1872779421415549,False
nissan,x-trail,2018,54342,257318,SUV,Abu Dhabi,0.1840103763482387,False
mercedes-benz,c-class,2009,132238,213239,Sedan,Dubai,0.18089244804627957,False
mercedes-benz,s-class,2023,265453,260436,Sedan,Dubai,0.12738542422481725,False
volkswagen,cc,2005,26524,162576,Sedan,Dubai,0.1650021505183285,False
audi,q2,2024,91559,226087,Crossover,Dubai,0.15876446183695958,False
land-rover,range-rover-sport,2020,220645,224756,SUV,Dubai,0.1640546129735012,False
land-rover,range-rover-evoque,2006,55965,261622,SUV,Sharjah,0.16214487430050234,False
mercedes-benz,s-class,2021,436676,102760,Sedan,Dubai,0.1482221754446102,False
lexus,ls-series,2020,30973,231324,Sedan,Dubai,0.15942809553666737,False
dodge,challenger,2014,54466,271015,Coupe,Dubai,0.18620561709557637,False
audi,q8,2023,651656,66242,SUV,Dubai,0.09503485207443407,False
cadillac,fleetwood,2007,19289,13616,Sedan,Dubai,0.10537707226109438,False
bmw,6-series,2014,149912,184438,Sedan,Dubai,0.2132815081290903,False
nissan,patrol,2024,217249,170849,SUV,Dubai,0.14356798055711262,False
chevrolet,camaro,2012,49982,102849,Coupe,Dubai,0.184854422677594,False
toyota,hilux,2007,99392,65832,Pick Up Truck,Dubai,0.17039254963313621,False
infiniti,qx50,2018,65574,50003,SUV,Dubai,0.1958138318254944,False
bmw,x5,2024,48702,62774,SUV,Dubai,0.15381452193327727,False
cadillac,escalade,2014,43196,180316,SUV,Dubai,0.19420686246644953,False
maserati,levante,2016,249964,84748,SUV,Dubai,0.06123981894456354,False
mercedes-benz,c-class,2024,79300,288154,Sedan,Dubai,0.10607123013796649,False
mercedes-benz,g-class,2005,227993,108662,SUV,Dubai,0.12500961416649792,False
lexus,rx-series,2008,57791,103294,SUV,Ajman,0.19645361733269112,False
cadillac,escalade,2016,219345,71940,SUV,Dubai,0.18434865029192898,False
audi,s3rs3,2007,158764,49053,Sedan,Dubai,0.14628190132857727,False
bmw,x7,2015,497732,28419,SUV,Dubai,0.12422212335099847,False
bentley,continental-gt,2007,243733,280681,Coupe,Abu Dhabi,0.018339688089691775,False
gmc,yukon,2018,157167,141539,SUV,Dubai,0.19587421701529217,False
mercedes-benz,glc,2011,211355,96344,SUV,Abu Dhabi,0.17599113583649206,False
mercedes-benz,g-class,2022,845325,16461,SUV,Dubai,0.048128732547502384,False
jeep,grand-cherokee,2007,76674,292697,SUV,Abu Dhabi,0.14553283009714668,False
lexus,nx-350,2021,91693,218251,Sedan,Dubai,0.19175918904260036,False
mercedes-benz,g-class,2015,768868,137636,SUV,Dubai,0.12923980525943485,False
toyota,hiace,2023,62648,251544,Van,Dubai,0.16047074581033482,False
toyota,prado,2009,67059,281123,SUV,Dubai,0.16636077256898407,False
porsche,panamera,2020,279280,31922,Sedan,Dubai,0.03487782669421158,False
toyota,land-cruiser,2021,478958,143326,SUV,Dubai,0.13401662487086757,False
maybach,other,2005,1745981,295276,Sedan,Dubai,-0.0813542178865524,True
mercedes-benz,amg,2005,2297340,146812,Sports Car,Dubai,-0.032341214581312006,True
mercedes-benz,c-class-coupe,2024,123293,22028,Coupe,Dubai,0.09957815843693418,False
lexus,lx600,2012,1082228,215185,SUV,Dubai,0.06921258344685599,False
